LandValue,BuildingValue,Acres,AboveSpace,Basement,Deck,Baths,Toilets,Fireplaces,Beds,Rooms,AC,Age,Car,Condition,Price
18500,60200,0.17,1008,0,0,1,0,0,3,1,1,99.3,0,Average,100195
13900,50700,0.19,864,0,0,1,0,0,2,2,0,90.6,0,Average,77120
15500,70100,0.33,1374,0,324,1,0,0,3,3,0,101.6,0,Average,89652
15600,116200,0.28,1007,312,0,2,0,0,2,2,1,17.4,0,Average,113554
28200,124400,0.28,1221,0,163,2,1,0,3,2,1,14.3,0,Average,149720
34500,196200,0.47,1630,550,112,2,1,1,4,1,1,30.2,484,Good,260000
21300,88100,0.19,816,380,0,1,1,0,3,2,1,42.6,0,Good,99292
39200,131300,0.47,1118,400,0,2,1,1,3,4,1,18.2,0,Good,166500
33200,291000,0.25,1649,1200,0,3,1,2,3,3,1,6.6,674,Average,327761
13700,48900,0.26,720,0,0,1,0,0,2,2,1,59.3,0,Good,84450
15400,107700,0.15,1059,300,60,2,0,0,3,2,1,28.1,0,Good,116000
16500,87700,0.14,1076,0,0,1,0,0,2,3,1,57.7,0,Average,89652
22500,85000,0.19,920,450,0,1,1,0,2,3,1,66.1,0,Average,115000
27300,101800,0.37,1648,0,0,1,0,0,3,3,1,79.3,0,Good,137300
23800,104700,0.22,1040,276,100,2,0,0,3,2,1,18.4,0,Average,117199
47300,298800,0.36,2879,700,54,3,1,1,4,4,1,31.4,391,Average,286271
36600,238700,0.28,2828,0,400,2,1,2,3,3,1,25.5,0,Good,248101
23400,95600,0.22,1054,0,350,1,1,0,3,2,1,22.6,0,Good,139781
36400,167800,0.7,1458,800,178,3,0,1,3,2,1,9.1,440,Average,184000
19300,121400,0.15,1101,744,96,1,1,0,2,2,1,4.2,392,Average,131207
15800,149700,0.12,1285,0,160,2,0,0,3,2,1,3.2,432,Average,153500
23700,90800,0.21,857,600,128,1,0,0,2,2,1,17.5,0,Good,133033
13700,95400,0.19,884,345,100,1,0,0,3,1,0,29.2,0,Average,102900
42400,135600,0.77,1907,0,0,1,2,1,2,4,1,54.1,0,Average,165000
9800,63600,0.12,988,0,0,1,0,0,2,4,1,51.7,0,Good,65456
15400,68600,0.23,1153,0,279,1,1,0,3,4,1,81.3,0,Average,92084
8900,66400,0.11,1126,0,102,1,0,0,3,3,0,116.5,0,Good,62025
13300,80000,0.17,1504,0,0,2,0,0,3,3,0,88.3,0,Average,74335
13400,53800,0.17,750,0,0,1,0,0,3,2,0,66.2,0,Good,38500
28100,105300,0.12,1429,0,48,1,0,1,2,4,1,68.3,0,Good,136500
3300,53800,0.08,1436,0,230,1,0,0,3,3,1,102.2,0,Average,75000
16200,93900,0.29,2304,0,0,2,0,0,7,4,0,108.7,0,Average,125321
10800,113200,0.09,960,480,0,2,0,0,2,2,1,2.5,0,Average,124528
28600,123700,0.12,1787,0,84,2,0,1,3,5,1,125.4,0,Good,181305
12400,43900,0.05,867,0,0,1,0,0,2,3,0,115.4,0,Average,57254
14300,64600,0.17,780,600,192,1,1,0,2,2,1,61.3,0,Average,86836
17600,78600,0.17,1462,0,0,2,0,0,4,6,1,68.6,0,Good,96304
7800,59600,0.06,1006,0,0,1,0,0,2,3,1,93.4,200,Good,83973
17000,96600,0.15,1228,0,0,1,1,0,3,3,1,27.3,288,Good,100195
17100,38900,0.15,816,0,0,1,0,0,2,2,0,95.1,0,Average,65000
17600,68500,0.16,942,0,0,1,0,0,2,2,1,48.2,0,Average,85000
17600,99700,0.16,1456,0,144,1,0,0,5,3,1,54.2,0,Good,122000
5400,56700,0.13,1552,0,240,1,1,0,4,3,1,74.2,0,Average,79900
7500,104800,0.16,1232,0,0,1,1,0,4,3,0,98.2,0,Good,99500
5500,84000,0.12,1213,0,112,1,0,0,3,3,1,58.4,0,Good,92084
3800,52700,0.06,1220,0,212,1,0,0,3,3,1,103.6,0,Average,62660
9900,88800,0.19,1064,0,130,1,0,0,3,1,1,9.5,0,Average,96400
14600,37300,0.15,624,0,0,1,0,0,1,3,1,98.4,0,Average,81110
9300,64900,0.17,1353,0,0,2,0,0,4,5,0,128.2,0,Good,82000
9500,57600,0.28,1458,0,0,1,0,0,2,3,0,123.2,0,Good,33150
10000,48900,0.34,1384,0,0,1,1,0,3,4,0,120.3,0,Average,43000
5500,41900,0.12,1037,0,0,1,0,0,3,2,0,133.6,0,Average,26992
5500,54900,0.12,1488,0,0,1,0,0,4,3,0,125.7,0,Good,61600
4800,43200,0.1,769,0,0,1,0,0,2,3,0,127.2,0,Good,63000
8400,55100,0.19,1261,0,0,1,0,1,2,4,1,86.2,0,Average,53500
12400,67900,0.13,994,0,0,1,0,0,3,2,1,62.3,0,Average,82500
10500,43200,0.1,920,0,0,1,0,0,3,3,0,108.7,0,Average,19280
17300,45600,0.2,1033,0,0,1,0,0,3,2,0,108.1,0,Poor,92000
4500,38700,0.16,768,0,112,1,0,0,2,2,0,59.4,0,Good,76339
4400,32100,0.16,520,0,0,1,0,0,2,2,1,41.4,0,Average,57159
4400,40800,0.16,716,0,287,1,0,0,2,2,0,43.5,0,Good,58208
5900,35500,0.18,788,0,0,1,0,0,2,2,0,83.3,0,Average,76339
16400,58600,0.16,836,0,432,1,0,0,3,2,0,52.3,228,Good,76243
16400,73300,0.16,1300,0,100,1,0,1,3,3,1,84.5,0,Average,100195
16300,38500,0.16,824,0,0,1,0,0,2,2,0,82.1,0,Average,75000
16300,46000,0.16,689,0,0,1,0,0,1,3,0,89.1,0,Good,49900
8900,48800,0.09,884,0,0,1,0,0,2,2,1,92.7,0,Average,62660
14100,56200,0.14,1051,0,0,1,0,0,3,2,1,96.2,0,Good,83000
16800,57300,0.16,912,0,0,1,0,0,3,2,1,87.7,0,Average,87724
18300,75200,0.25,720,0,0,1,0,0,2,2,1,53.6,0,Average,72204
16700,46500,0.17,792,0,0,1,0,0,2,3,0,86.7,0,Good,77120
16700,63200,0.16,768,0,0,1,0,0,2,2,1,95.7,0,Good,77120
10700,111900,0.11,1764,0,64,2,0,0,3,3,1,68.1,0,Good,80000
16600,43800,0.17,624,0,0,1,0,0,2,2,0,67.2,0,Average,47030
9100,58600,0.29,882,0,0,1,0,0,3,2,0,72.1,0,Average,78000
20700,98400,0.21,984,0,0,1,0,0,4,2,1,38.2,0,Good,138500
20000,83800,0.19,922,340,0,1,1,0,3,2,1,47.5,0,Good,128726
22400,53500,0.23,800,0,80,1,0,0,2,2,1,92.1,0,Good,85000
15300,56500,0.15,978,0,0,1,0,0,2,2,0,90.7,0,Good,72204
10300,61700,0.1,1056,0,0,1,0,0,2,3,1,100.6,0,Good,68926
15500,52700,0.16,996,0,84,2,0,0,3,2,1,103.2,0,Average,89500
4600,50900,0.21,954,0,0,1,0,0,3,3,1,47.5,0,Average,79202
17100,76600,0.21,982,0,240,1,0,0,3,3,0,40.4,0,Good,100195
10100,63600,0.11,850,0,0,1,0,0,2,2,1,48.5,0,Good,60732
10400,112900,0.11,2176,0,200,2,0,0,4,2,1,62.7,0,Good,130141
13100,74100,0.14,836,0,0,1,0,0,3,2,1,48.4,0,Average,81110
22400,149700,0.14,1381,0,144,2,0,1,3,2,1,5.4,484,Average,167278
26500,155500,0.17,1750,0,0,2,0,1,3,2,1,5.5,506,Average,174485
26600,155200,0.17,1628,0,120,2,1,1,3,3,1,5.6,441,Average,165809
35500,174900,0.22,1900,0,299,2,1,1,4,3,1,5.1,600,Average,216000
31300,201700,0.2,1604,870,315,2,1,1,2,2,1,6.5,701,Average,232662
38900,221600,0.24,1617,1220,216,3,0,1,4,6,1,4.4,731,Average,250487
35000,264000,0.22,2244,788,192,3,1,1,4,6,1,1.3,720,Average,271957
36000,158900,0.22,1340,0,0,2,0,1,3,2,1,1.2,400,Average,198520
22400,106000,0.22,868,800,140,1,1,0,4,3,1,34.1,0,Good,97760
27100,81000,0.33,826,0,0,1,0,0,3,2,1,48.6,0,Good,93990
16700,74300,0.18,976,0,0,1,0,0,2,3,1,101.4,0,Good,71091
12100,55900,0.15,900,450,292,1,1,1,4,1,1,44.2,0,Poor,93000
21200,114700,0.33,1512,0,0,1,0,1,2,3,1,27.3,216,Good,125606
16600,52900,0.16,1104,0,100,1,0,0,3,3,0,93.6,0,Average,79048
16000,81600,0.23,852,0,0,1,0,0,2,2,1,45.6,0,Average,101220
16800,56800,0.25,760,0,356,1,0,0,2,2,0,68.2,0,Average,75000
31900,75800,0.91,864,0,0,1,0,0,2,1,1,72.2,0,Good,72000
19200,95300,0.22,1096,0,152,1,0,0,3,2,1,50.4,0,Good,114508
19600,36500,0.25,412,0,0,2,0,0,1,2,1,73.3,0,Good,28627
14300,59100,0.17,792,0,48,1,0,0,2,2,0,49.4,0,Average,76339
10200,27500,0.14,624,0,0,1,0,0,1,2,0,74.7,0,Average,54948
26500,109900,0.38,978,456,0,1,1,1,4,1,1,39.5,308,Good,128154
16200,60700,0.17,832,0,0,1,0,0,2,3,1,54.7,0,Average,83386
11700,80300,0.15,989,0,0,1,0,0,2,3,1,56.4,0,Good,103916
22700,98600,0.19,859,0,0,2,0,0,2,3,1,48.5,264,Good,110691
16800,53100,0.15,676,0,0,1,0,0,1,3,0,46.6,0,Average,57744
15900,72600,0.14,900,0,0,1,0,0,4,2,1,58.2,0,Good,81000
16700,86600,0.15,840,0,0,1,0,1,2,2,1,45.5,0,Good,108783
16900,100000,0.15,922,0,140,1,0,0,3,2,1,11.1,0,Average,128100
21600,50200,0.29,672,0,0,0,1,0,2,2,1,86.4,0,Good,42464
23300,74700,0.72,816,480,0,1,0,0,2,3,0,45.4,0,Average,85881
14600,97100,0.18,962,500,0,2,0,0,2,3,1,33.1,0,Good,125000
22500,60000,0.48,770,0,109,1,0,0,2,3,1,88.4,0,Good,88744
14200,65900,0.15,780,0,0,1,0,0,2,2,1,50.3,0,Good,71568
14400,65500,0.15,922,0,196,1,0,0,2,2,1,58.4,0,Good,96798
13200,45800,0.21,602,0,148,1,0,0,1,3,1,72.3,196,Good,93038
11500,121500,0.15,1100,0,155,2,0,0,3,2,1,1.3,0,Average,129681
11500,21400,0.15,660,0,0,1,0,0,2,2,1,53.6,0,Poor,11086
14100,50800,0.15,684,0,0,1,0,0,2,2,0,86.5,168,Good,71568
15000,54100,0.16,660,0,0,1,0,0,2,2,1,92.2,0,Good,69900
24500,109400,0.25,972,400,280,1,1,0,3,2,1,49.2,0,Good,122000
21400,110900,0.41,1489,0,0,2,0,1,3,3,1,59.7,528,Good,137853
12600,82800,0.17,784,0,0,1,0,0,2,2,1,32.2,432,Average,82000
14900,70700,0.16,1152,0,0,1,0,0,3,3,0,99.2,0,Good,63910
15000,77200,0.16,785,0,0,1,0,0,2,2,1,43.4,0,Good,89736
15400,47900,0.17,728,0,0,1,0,0,2,2,0,49.5,0,Poor,52292
24700,98000,0.2,914,400,96,1,0,0,3,2,1,28.2,0,Good,124900
22100,93400,0.21,975,300,0,1,0,0,3,2,1,49.4,0,Good,121188
20500,95200,0.17,924,168,528,1,0,0,3,2,1,35.2,0,Good,123000
18500,95700,0.15,924,470,100,1,0,1,3,2,1,48.4,0,Good,117371
21500,73700,0.18,912,0,0,1,0,0,3,2,1,47.3,0,Average,82064
21300,102700,0.19,1194,500,105,2,1,0,3,2,1,47.4,0,Good,140750
21400,89900,0.17,988,266,0,1,0,0,3,2,1,46.5,0,Good,138364
21700,113800,0.19,1026,494,332,1,0,1,3,2,1,46.7,288,Good,120501
20800,109200,0.17,1047,437,356,2,0,0,3,2,1,41.4,0,Good,133593
20900,90700,0.19,929,336,168,1,1,0,3,2,1,42.1,0,Good,140000
24500,88700,0.36,944,375,0,1,0,0,3,2,1,43.2,0,Good,116900
20700,110200,0.18,1246,564,160,2,0,1,4,1,1,41.5,0,Good,125959
20800,93700,0.19,1023,200,160,1,0,0,3,2,1,42.4,0,Good,129776
21100,97700,0.18,950,300,324,1,1,0,4,1,1,44.1,0,Good,125000
15200,84900,0.15,978,0,0,1,0,0,3,2,1,48.3,0,Good,102103
41300,139100,0.19,1323,0,100,2,0,0,3,2,1,1.1,440,Average,179900
17100,117800,0.2,1120,0,100,2,0,0,3,2,1,1.3,0,Average,130730
23200,106300,0.24,1071,294,0,1,1,1,3,2,1,47.6,0,Good,120404
27100,107700,0.46,1288,0,0,1,0,0,3,3,1,51.5,0,Good,133498
30000,61700,0.57,1042,0,112,1,0,0,3,2,1,94.7,187,Average,112789
28600,83800,0.46,940,0,0,1,0,0,2,3,1,67.7,0,Good,106040
22100,48600,0.21,660,0,0,1,0,0,2,2,0,81.4,0,Good,66797
16800,63800,0.16,704,0,80,1,0,0,2,3,1,85.3,0,Good,71568
13700,59400,0.12,859,0,0,1,1,0,2,2,1,92.4,0,Good,81110
16100,79900,0.15,1020,0,0,1,0,0,2,3,1,86.6,0,Good,98328
16100,19200,0.15,702,0,0,1,0,0,2,2,0,108.6,0,Poor,46272
16900,52400,0.18,780,0,36,1,0,0,2,2,1,64.2,0,Good,72000
15700,65800,0.15,1098,0,0,1,0,1,3,3,1,69.6,0,Average,84736
7000,53000,0.07,1129,0,0,1,0,0,3,3,0,93.5,0,Average,68705
16400,67600,0.18,983,0,0,1,0,0,3,2,1,69.6,0,Good,86664
10900,46100,0.1,667,0,0,1,0,0,2,2,1,58.3,0,Good,73381
16700,77200,0.15,920,0,252,1,0,1,2,2,1,68.7,0,Good,84832
16800,64000,0.15,736,360,329,1,1,0,2,2,1,68.4,0,Good,92561
21500,129000,0.18,1066,0,264,1,0,1,2,3,1,6.4,440,Average,135024
16800,84400,0.16,1080,0,180,1,0,0,2,2,1,62.6,0,Good,105076
16000,58800,0.15,780,0,0,1,0,0,2,3,1,85.4,0,Good,87790
11600,41400,0.12,864,0,0,1,0,0,2,2,1,49.3,0,Good,90652
22100,89100,0.37,1316,0,0,1,1,0,4,2,1,55.5,0,Good,115584
12700,42000,0.17,528,0,0,1,0,0,1,2,0,98.2,0,Good,74300
16300,55600,0.16,768,0,0,1,0,0,2,2,0,88.3,0,Good,84000
16300,51200,0.16,838,0,0,1,0,0,2,2,0,87.1,0,Average,72000
16400,57300,0.16,1116,0,0,1,1,0,2,3,0,103.2,0,Average,60600
16000,73100,0.15,1307,150,128,1,0,0,3,2,1,90.3,0,Good,83973
13300,28800,0.12,868,0,0,1,0,0,2,2,0,83.3,0,Average,40078
15900,87300,0.15,1464,0,0,2,0,0,3,4,1,101.5,0,Good,89698
14000,94700,0.14,1742,0,0,2,0,0,5,3,1,96.7,0,Good,117609
16000,78100,0.15,778,0,0,1,0,1,2,2,1,58.4,0,Good,95424
10800,50400,0.15,660,0,0,1,0,0,2,2,0,58.5,0,Average,33398
10700,37600,0.15,768,0,0,1,0,0,2,2,0,85.3,0,Poor,63934
16600,53700,0.15,624,0,0,0,1,0,1,3,0,90.4,0,Good,64411
16800,55200,0.16,642,0,0,1,0,0,2,2,1,66.7,0,Average,78904
16400,53400,0.15,882,0,0,1,0,0,2,3,0,66.4,0,Poor,52483
10900,33800,0.15,1023,0,60,1,0,0,2,4,0,108.4,0,Poor,47235
10900,77600,0.15,1216,0,0,1,0,1,4,3,0,103.5,0,Good,88744
16500,52800,0.16,750,0,0,1,0,0,2,2,0,66.5,0,Average,54466
16500,88800,0.16,855,0,161,1,0,0,3,2,1,37.1,0,Good,100000
17200,59900,0.16,632,450,0,1,1,0,3,1,1,69.3,0,Good,72713
17200,88900,0.16,845,300,0,1,0,0,3,1,1,63.3,0,Good,113172
17200,57500,0.16,726,0,0,1,0,0,2,2,1,68.4,0,Average,62025
15700,77800,0.15,900,360,0,1,0,0,2,2,1,83.5,0,Good,97332
15900,79900,0.15,1122,0,136,1,0,0,2,5,1,86.7,0,Average,90616
16400,81900,0.15,1370,0,0,1,0,0,3,3,1,92.4,0,Good,117848
17700,75000,0.21,879,0,0,1,0,0,3,2,1,52.5,0,Good,105076
16100,69100,0.15,884,0,0,1,0,0,2,3,1,88.3,0,Good,76243
31700,76300,0.6,1233,0,0,1,0,0,3,2,0,75.7,0,Good,115681
24200,107600,0.23,1389,0,273,1,0,0,4,2,1,54.3,0,Good,132000
5800,101900,0.15,1404,0,100,1,1,0,4,3,1,3.2,0,Average,128726
15300,70400,0.27,1080,600,0,1,0,0,3,3,1,68.3,0,Average,64888
15800,124800,0.32,2224,0,0,1,0,1,3,5,1,79.5,0,Good,141227
22600,90100,0.22,969,494,0,1,1,1,3,2,1,44.3,288,Good,109737
25300,50100,0.28,672,0,0,1,0,0,2,2,1,68.1,0,Average,68000
15200,200000,0.15,2379,0,0,2,1,1,3,5,0,52.2,0,Good,184900
5800,66600,0.15,950,0,0,1,0,0,3,2,0,32.1,0,Good,75000
21300,82500,0.21,1008,0,0,1,0,0,2,3,1,50.4,0,Good,96378
5900,54900,0.15,1032,500,0,2,0,1,2,3,0,86.4,0,Good,79202
18800,67500,0.16,874,0,0,1,0,0,3,2,0,64.5,0,Good,89202
16400,72400,0.13,1034,0,0,1,0,0,2,3,1,70.5,0,Good,99584
18000,85200,0.18,1210,400,0,1,0,0,2,3,1,53.7,0,Good,112403
18000,86100,0.18,1231,480,168,1,0,0,3,2,1,53.4,0,Good,104680
12000,59300,0.56,786,0,0,1,0,0,2,2,1,46.1,0,Good,76250
6900,19700,0.12,870,0,0,1,0,0,2,3,0,95.3,0,Poor,16699
15800,47100,0.15,823,0,0,1,0,0,2,2,0,79.7,0,Average,43380
3800,30900,0.07,1248,0,0,1,0,0,3,3,0,83.2,0,Poor,69000
6600,37100,0.2,1289,0,0,1,0,0,2,4,0,118.2,0,Poor,59900
8500,39500,0.15,768,0,0,1,0,0,2,2,1,62.3,0,Good,60117
5800,59500,0.15,1976,0,0,2,0,0,3,5,0,88.4,0,Poor,73476
27300,65100,0.19,1008,0,0,1,0,0,3,2,0,53.5,288,Poor,91607
23400,82900,0.17,912,400,0,1,1,0,2,2,1,51.1,0,Good,139900
25100,75100,0.2,912,0,0,1,0,0,3,2,1,44.6,0,Good,112789
25100,98600,0.2,1120,516,0,1,1,0,3,2,1,36.6,0,Good,118245
27600,149800,0.25,1436,600,0,2,1,2,3,3,1,48.6,440,Good,153277
26000,117300,0.22,1354,500,0,1,1,0,3,2,1,47.2,0,Good,136500
8200,57500,0.15,680,400,0,2,0,1,2,2,1,66.4,0,Good,85519
7100,29900,0.13,792,0,0,1,0,0,2,3,0,98.7,0,Poor,24100
5500,64600,0.11,963,0,0,1,0,0,2,3,0,84.4,0,Good,55059
27500,129500,0.32,1359,450,0,2,0,1,3,3,1,53.7,0,Good,152216
6600,71900,0.19,1491,0,0,1,0,1,3,3,0,81.5,0,Poor,43380
5000,52500,0.14,1596,0,0,1,0,0,3,4,1,98.2,0,Average,35000
5000,43900,0.14,1022,0,0,1,0,0,2,3,1,54.1,0,Good,83000
5000,29500,0.14,612,0,0,1,0,0,2,3,0,94.2,0,Average,34500
5600,89100,0.16,1260,0,0,2,0,0,4,2,1,13.7,0,Average,81940
41500,152800,0.17,1371,0,0,2,0,1,3,2,1,1.1,394,Average,199900
3400,29100,0.08,648,0,0,1,0,0,2,3,0,68.6,0,Good,23136
3100,54700,0.06,1082,0,0,1,0,0,2,2,0,96.7,0,Good,57744
8500,109900,0.22,2678,0,174,2,0,0,7,4,0,111.5,0,Average,111646
24500,80700,0.28,912,456,0,1,1,0,4,1,1,52.7,384,Good,115681
23700,60300,0.26,840,0,0,1,0,0,2,2,0,88.6,0,Good,90616
26400,75400,0.37,976,350,0,1,0,0,2,2,0,56.6,240,Average,101702
7700,44900,0.16,1115,0,0,1,0,0,3,3,1,97.1,0,Good,69900
18400,73300,0.17,768,250,0,1,0,1,2,2,1,58.5,0,Good,101124
7500,64600,0.17,1136,0,0,1,0,0,3,3,0,60.1,0,Average,69000
2300,29300,0.07,748,0,0,1,0,0,2,2,1,80.4,0,Poor,18130
27900,91700,0.21,780,400,216,1,1,0,3,2,1,58.6,0,Good,108450
27900,96000,0.21,942,0,388,1,0,0,2,3,1,67.4,0,Average,126913
31600,135100,0.37,1536,0,528,1,1,1,3,3,1,42.6,460,Good,192704
28300,115700,0.24,1220,0,0,1,0,0,3,2,1,58.6,360,Good,160025
26900,78700,0.2,975,0,0,1,0,0,3,2,1,49.2,0,Good,106000
28100,107900,0.24,1206,350,156,2,0,0,4,2,1,57.1,0,Poor,118000
65000,281100,0.51,2207,400,482,3,1,1,4,3,1,67.5,0,Good,342571
106200,359800,0.78,3693,0,0,3,1,1,5,5,0,85.1,231,Good,438000
25700,137100,0.15,1529,0,0,2,0,1,3,3,1,76.5,0,Good,159357
25200,89700,0.14,1272,0,168,1,0,0,3,3,0,84.4,0,Good,105920
35500,83400,0.22,1122,0,0,1,0,1,2,3,1,86.5,0,Good,131160
29900,109700,0.12,988,0,0,1,0,1,2,3,1,82.1,0,Good,135000
43400,116800,0.18,2241,500,160,1,0,0,6,4,1,94.6,0,Good,187981
39000,84200,0.16,720,360,0,1,0,0,2,2,1,59.5,0,Good,122142
23100,161500,0.14,1474,0,0,1,0,1,3,4,1,83.5,0,Good,181305
39500,138600,0.16,2062,0,0,1,1,0,4,5,1,95.5,0,Average,138364
17300,89200,0.16,962,0,0,1,0,0,2,2,1,50,0,Good,114000
48500,91600,0.23,928,0,0,1,0,0,2,3,1,70.7,240,Good,152313
20600,81300,0.5,1330,0,368,1,0,0,3,3,1,92.6,0,Good,126285
16900,59700,0.22,1320,0,0,1,0,0,2,3,1,77.3,0,Good,90175
33300,138300,0.19,1344,0,0,1,0,1,3,3,1,50.2,216,Good,157500
29200,123800,0.16,1307,800,282,1,1,1,3,6,1,83.5,0,Good,127249
26200,17000,0.17,1560,0,0,2,0,0,4,4,0,96.3,0,Poor,29500
30400,125300,0.21,1618,0,0,1,1,1,3,4,1,92.5,0,Good,150292
19000,105100,0.12,1436,0,0,1,0,0,2,4,1,89.5,0,Good,114270
30600,144300,0.24,2056,0,308,1,1,1,3,4,1,93.1,0,Average,179900
20000,116500,0.12,956,0,114,1,0,0,2,3,1,63.5,0,Good,139319
18300,87300,0.19,929,0,345,1,0,0,3,2,1,48.5,0,Good,110978
27300,96500,0.17,1308,0,0,1,0,0,3,3,1,94.4,0,Average,137410
31300,101200,0.19,1583,0,152,1,0,0,3,3,1,70.3,0,Good,126818
48200,166000,0.24,1752,288,0,1,1,1,3,4,1,83.3,0,Good,218520
70300,294400,0.48,2530,0,336,2,0,1,3,5,1,19.4,832,Average,300584
23300,63200,0.15,920,350,0,1,0,0,2,3,1,96.3,0,Average,89221
28500,55000,0.16,989,0,0,1,0,0,3,2,0,97.3,0,Average,100000
28500,60600,0.16,828,0,0,1,0,0,2,2,1,98.7,0,Good,91580
23000,109700,0.09,1248,0,0,1,0,1,3,3,0,87.6,0,Good,131105
37300,119200,0.15,1617,0,240,1,1,1,3,3,1,68.2,0,Good,155000
22000,66200,0.7,868,0,0,1,0,0,2,3,0,76.3,0,Good,84450
23200,107700,0.14,1008,600,0,1,1,1,2,3,1,88.4,0,Good,145903
31200,87100,0.19,1212,0,0,1,0,0,1,3,1,89.6,180,Average,120501
9900,72500,0.11,1126,0,120,1,1,0,4,3,0,39.5,0,Good,106874
40600,112700,0.27,1630,0,240,1,1,2,3,2,1,90.6,0,Average,115681
49500,196900,0.27,2357,0,0,2,2,2,4,4,1,69.3,0,Good,257644
46000,176000,0.22,1693,0,0,1,1,1,2,5,1,79.3,190,Good,265000
26600,159500,0.18,1586,300,0,1,1,2,2,4,1,71.2,200,Good,168000
27200,172900,0.2,1884,338,0,1,1,2,3,4,1,56.4,200,Good,177488
16800,94100,0.15,784,0,120,1,0,0,2,2,0,33.2,0,Good,112900
28600,130100,0.16,1855,0,140,1,1,1,4,4,1,99.2,0,Good,143900
27200,102800,0.19,1379,400,0,1,0,0,3,2,1,56.2,0,Good,156850
33200,112600,0.19,1541,0,384,1,0,1,2,5,1,79.7,0,Good,149421
18100,82800,0.14,924,0,0,1,0,1,2,3,1,80.5,0,Good,92561
25200,89600,0.19,1011,0,0,1,0,0,3,2,1,43.7,0,Average,131972
25200,101400,0.19,926,694,142,2,0,0,3,2,1,65.4,0,Good,128822
25200,85200,0.19,966,0,0,2,0,0,3,2,1,54.1,0,Good,126900
25200,70800,0.19,760,360,40,1,0,0,2,2,1,60.1,0,Good,122000
25200,67900,0.19,660,260,0,1,0,0,2,2,1,60.4,0,Good,112600
25200,60700,0.19,656,0,0,1,0,1,2,2,1,60.6,0,Good,72300
25900,73500,0.19,828,0,0,1,0,0,2,3,1,61.5,472,Good,98763
25900,75400,0.19,660,300,0,1,0,1,2,2,1,57.3,0,Good,128822
23000,60800,0.17,907,0,0,1,0,0,2,2,1,66.4,0,Average,95424
20000,60600,0.15,688,0,0,1,0,0,2,2,1,48.2,0,Good,90000
29000,97400,0.23,1193,440,120,2,1,1,2,3,1,43.3,0,Good,140750
35100,58500,0.45,748,0,144,1,0,0,2,2,1,70.1,0,Good,112000
34400,74400,0.24,1100,0,0,1,0,0,3,4,1,85.4,0,Good,109642
28700,130100,0.2,1332,420,240,2,1,1,3,4,1,20.4,160,Good,159739
31100,105400,0.17,1112,0,120,1,1,0,3,2,1,49.2,0,Average,122000
32600,82500,0.23,1027,400,0,1,0,0,2,3,1,62.1,0,Average,131500
30500,62200,0.18,981,360,0,1,0,0,3,2,0,62.7,0,Poor,67480
28000,90700,0.16,1024,600,184,1,0,0,2,3,1,61.2,0,Good,128900
29400,134300,0.17,1808,500,0,1,1,1,4,3,1,42.3,0,Good,162220
25200,114000,0.16,1215,0,120,1,0,1,2,4,1,80.4,0,Good,134547
21500,149600,0.16,1530,360,0,2,1,0,4,3,1,36.4,0,Good,171763
19800,49000,0.14,646,0,0,1,0,0,1,2,1,88.1,0,Average,75370
31800,62400,0.32,979,0,216,1,0,0,2,3,1,91.5,0,Good,113554
33500,96700,0.2,1391,0,0,1,0,1,3,4,1,76.5,0,Good,132069
29800,95700,0.22,1228,0,0,1,0,0,2,3,1,87.6,0,Good,137371
29100,145100,0.19,1572,600,0,2,0,1,2,4,1,76.6,0,Good,196560
28900,156300,0.19,1417,450,252,2,1,1,3,4,1,67.6,0,Good,168701
28700,120000,0.19,1239,0,0,1,1,1,2,4,1,68.6,520,Good,151349
30500,150200,0.2,2097,0,216,2,0,1,3,3,1,83.3,0,Good,186000
32300,101600,0.36,1314,400,0,1,0,0,3,3,1,55.1,0,Average,142000
30100,125200,0.28,1160,580,0,1,0,0,3,3,1,52.4,264,Good,140273
26300,98200,0.18,1086,0,0,1,0,0,3,2,1,48.6,0,Good,131105
27700,106800,0.19,1147,0,0,1,1,0,2,3,1,49.7,0,Good,125321
29700,119400,0.22,1147,286,0,1,1,0,3,4,1,48.1,0,Good,151000
27000,104700,0.18,1008,500,0,2,0,0,3,2,1,50.4,0,Good,134070
27300,129900,0.18,1427,600,0,2,0,1,3,2,1,50.4,0,Average,131207
27100,145900,0.18,1618,960,0,1,2,1,3,3,1,47.1,420,Good,156750
35700,151000,0.37,1307,0,550,2,0,1,2,3,1,42.7,500,Average,162917
30500,82300,0.29,1474,0,0,1,1,1,2,4,0,82.3,0,Average,92000
29300,70600,0.23,792,0,0,1,0,0,2,5,1,67.5,0,Good,106874
29300,119200,0.2,1605,0,0,1,0,0,3,4,1,90.6,0,Good,149421
23600,92800,0.17,981,0,120,1,0,0,2,4,1,61.3,0,Good,118325
28600,101300,0.22,1250,0,120,1,1,0,3,3,1,61.6,0,Good,131008
24900,83600,0.17,940,270,0,1,0,0,2,3,1,61.4,0,Average,118230
24700,96600,0.17,940,0,0,1,0,0,2,2,1,61.3,0,Good,138364
24900,103500,0.17,1405,0,0,2,0,0,3,2,1,61.3,0,Good,141900
26500,86700,0.18,908,0,0,1,0,0,2,2,1,58.6,0,Average,108932
25000,116300,0.16,1808,0,180,2,0,0,4,4,1,83.6,0,Good,146047
